match,teamInnings,battingPos,batsmanName,dismissal,runs,balls,4s,6s,SR,Year
England Vs India,England,3,Alex Hales, b Kuldeep Yadav,8,18,0,0,44.44,2018
England Vs India,England,4,Eoin Morgan(c),c Kohli b Kuldeep Yadav,7,6,0,0,116.66,2018
England Vs India,England,5,Jonny Bairstow,st â€ Dhoni b Kuldeep Yadav,0,1,0,0,0.00,2018
England Vs India,England,6,Joe Root,st â€ Dhoni b Kuldeep Yadav,0,1,0,0,0.00,2018
England Vs India,England,7,Moeen Ali,c Raina b Pandya,6,8,1,0,75.00,2018
England Vs India,England,8,David Willey,,29,15,2,2,193.33,2018
England Vs India,England,9,Chris Jordan,c & b Yadav,0,1,0,0,0.00,2018
England Vs India,England,10,Liam Plunkett,,3,4,0,0,75.00,2018
England Vs India,India,1,Shikhar Dhawan, b Willey,4,4,1,0,100.00,2018
England Vs India,India,2,Rohit Sharma,c Morgan b Rashid,32,30,3,1,106.66,2018
England Vs India,India,3,KL Rahul,,101,54,10,5,187.03,2018
England Vs India,India,4,Virat Kohli(c),,20,22,0,1,90.90,2018
India Vs Ireland,India,1,KL Rahul,c & b O'Brien,70,36,3,6,194.44,2018
India Vs Ireland,India,2,Virat Kohli(c),c Dockrell b Chase,9,8,1,0,112.50,2018
India Vs Ireland,India,3,Suresh Raina,c Dockrell b O'Brien,69,45,5,3,153.33,2018
India Vs Ireland,India,4,Rohit Sharma,c Stirling b O'Brien,0,2,0,0,0.00,2018
India Vs Ireland,India,5,Manish Pandey,,21,20,1,0,105.00,2018
India Vs Ireland,India,6,Hardik Pandya,,32,9,1,4,355.55,2018
India Vs Ireland,Ireland,1,Paul Stirling,c Raina b Yadav,0,2,0,0,0.00,2018
India Vs Ireland,Ireland,2,James Shannon,c Rahul b Kaul,2,7,0,0,28.57,2018
India Vs Ireland,Ireland,3,William Porterfield, b Yadav,14,11,1,1,127.27,2018
India Vs Ireland,Ireland,4,Andy Balbirnie, b Chahal,9,7,1,0,128.57,2018
India Vs Ireland,Ireland,5,Gary Wilson(c)â€ , b Kuldeep Yadav,15,18,2,0,83.33,2018
India Vs Ireland,Ireland,6,Kevin O'Brien,c Kuldeep Yadav b Pandya,0,2,0,0,0.00,2018
India Vs Ireland,Ireland,7,Simi Singh,lbw b Chahal,0,2,0,0,0.00,2018
India Vs Ireland,Ireland,8,Stuart Thompson, b Chahal,13,9,2,0,144.44,2018
India Vs Ireland,Ireland,9,George Dockrell,c Yadav b Kuldeep Yadav,4,8,0,0,50.00,2018
India Vs Ireland,Ireland,10,Boyd Rankin,st â€ Karthik b Kuldeep Yadav,10,8,0,1,125.00,2018
India Vs Ireland,Ireland,11,Peter Chase,,0,1,0,0,0.00,2018
India Vs Ireland,India,1,Rohit Sharma, b Chase,97,61,8,5,159.01,2018
India Vs Ireland,India,2,Shikhar Dhawan,c Thompson b O'Brien,74,45,5,5,164.44,2018
India Vs Ireland,India,3,Suresh Raina,c O'Brien b Chase,10,6,2,0,166.66,2018
India Vs Ireland,India,4,MS Dhoniâ€ ,c Thompson b Chase,11,5,1,1,220.00,2018
India Vs Ireland,India,5,Hardik Pandya,,6,1,0,1,600.00,2018
India Vs Ireland,India,6,Virat Kohli(c),c Thompson b Chase,0,2,0,0,0.00,2018
India Vs Ireland,India,7,Manish Pandey,,0,0,0,0,-,2018
India Vs Ireland,Ireland,1,Paul Stirling,c Kuldeep Yadav b Bumrah,1,3,0,0,33.33,2018
India Vs Ireland,Ireland,2,James Shannon,lbw b Kuldeep Yadav,60,35,5,4,171.42,2018
India Vs Ireland,Ireland,3,Andy Balbirnie,st â€ Dhoni b Chahal,11,14,1,0,78.57,2018
India Vs Ireland,Ireland,4,Simi Singh,c Kohli b Kuldeep Yadav,7,10,1,0,70.00,2018
India Vs Ireland,Ireland,5,Gary Wilson(c),st â€ Dhoni b Chahal,5,9,0,0,55.55,2018
India Vs Ireland,Ireland,6,Kevin O'Brien,c Dhawan b Chahal,10,5,0,1,200.00,2018
India Vs Ireland,Ireland,7,Stuart Thompson,c Pandya b Kuldeep Yadav,12,8,1,0,150.00,2018
India Vs Ireland,Ireland,8,Stuart Poynterâ€ , b Kuldeep Yadav,7,9,0,0,77.77,2018
India Vs Ireland,Ireland,9,George Dockrell, b Bumrah,9,6,0,1,150.00,2018
India Vs Ireland,Ireland,10,Boyd Rankin,,5,13,0,0,38.46,2018
India Vs Ireland,Ireland,11,Peter Chase,,2,8,0,0,25.00,2018
Bangladesh Vs India,Bangladesh,1,Tamim Iqbal,c Thakur b Chahal,15,13,1,0,115.38,2018
Bangladesh Vs India,Bangladesh,2,Litton Das,c Raina b Washington Sundar,11,9,0,1,122.22,2018
Bangladesh Vs India,Bangladesh,3,Sabbir Rahman, b Unadkat,77,50,7,4,154.00,2018
Bangladesh Vs India,Bangladesh,4,Soumya Sarkar,c Dhawan b Chahal,1,2,0,0,50.00,2018
Bangladesh Vs India,Bangladesh,5,Mushfiqur Rahimâ€ ,c Shankar b Chahal,9,12,0,0,75.00,2018
Bangladesh Vs India,Bangladesh,6,Mahmudullah,run out (â€ Karthik/Shankar),21,16,2,0,131.25,2018
Bangladesh Vs India,Bangladesh,7,Shakib Al Hasan(c),run out (Rahul/Shankar),7,7,1,0,100.00,2018
Bangladesh Vs India,Bangladesh,8,Mehidy Hasan Miraz,,19,7,2,1,271.42,2018
Bangladesh Vs India,Bangladesh,9,Rubel Hossain, b Unadkat,0,1,0,0,0.00,2018
Bangladesh Vs India,Bangladesh,10,Mustafizur Rahman,,0,3,0,0,0.00,2018
Bangladesh Vs India,India,1,Shikhar Dhawan,c sub (Ariful Haque) b Shakib Al Hasan,10,7,0,1,142.85,2018
Bangladesh Vs India,India,2,Rohit Sharma(c),c Mahmudullah b Nazmul Islam,56,42,4,3,133.33,2018
Bangladesh Vs India,India,3,Suresh Raina,c â€ Mushfiqur Rahim b Rubel Hossain,0,3,0,0,0.00,2018
Bangladesh Vs India,India,4,KL Rahul,c Sabbir Rahman b Rubel Hossain,24,14,2,1,171.42,2018
Bangladesh Vs India,India,5,Manish Pandey,c Sabbir Rahman b Mustafizur Rahman,28,27,3,0,103.70,2018
Bangladesh Vs India,India,6,Vijay Shankar,c Mehidy Hasan Miraz b Soumya Sarkar,17,19,3,0,89.47,2018
Bangladesh Vs India,India,7,Dinesh Karthikâ€ ,,29,8,2,3,362.50,2018
Bangladesh Vs India,India,8,Washington Sundar,,0,0,0,0,-,2018
India Vs Bangladesh,India,1,Rohit Sharma(c),run out (Rubel Hossain),89,61,5,5,145.90,2018
India Vs Bangladesh,India,2,Shikhar Dhawan, b Rubel Hossain,35,27,5,1,129.62,2018
India Vs Bangladesh,India,3,Suresh Raina,c Soumya Sarkar b Rubel Hossain,47,30,5,2,156.66,2018
India Vs Bangladesh,India,4,Dinesh Karthikâ€ ,,2,2,0,0,100.00,2018
India Vs Bangladesh,Bangladesh,1,Tamim Iqbal, b Washington Sundar,27,19,4,1,142.10,2018
India Vs Bangladesh,Bangladesh,2,Litton Das,st â€ Karthik b Washington Sundar,7,7,1,0,100.00,2018
India Vs Bangladesh,Bangladesh,3,Soumya Sarkar, b Washington Sundar,1,3,0,0,33.33,2018
India Vs Bangladesh,Bangladesh,4,Mushfiqur Rahimâ€ ,,72,55,8,1,130.90,2018
India Vs Bangladesh,Bangladesh,5,Mahmudullah(c),c Rahul b Chahal,11,8,2,0,137.50,2018
India Vs Bangladesh,Bangladesh,6,Sabbir Rahman, b Thakur,27,23,2,1,117.39,2018
India Vs Bangladesh,Bangladesh,7,Mehidy Hasan Miraz,c Raina b Mohammed Siraj,7,6,1,0,116.66,2018
India Vs Bangladesh,Bangladesh,8,Abu Hider,,0,0,0,0,-,2018
Sri Lanka Vs India,Sri Lanka,1,Danushka Gunathilaka,c Raina b Thakur,17,8,0,1,212.50,2018
Sri Lanka Vs India,Sri Lanka,2,Kusal Mendis,c Sharma b Chahal,55,38,3,3,144.73,2018
Sri Lanka Vs India,Sri Lanka,3,Kusal Pereraâ€ , b Washington Sundar,3,4,0,0,75.00,2018
Sri Lanka Vs India,Sri Lanka,4,Upul Tharanga, b Shankar,22,24,1,1,91.66,2018
Sri Lanka Vs India,Sri Lanka,5,Thisara Perera(c),c Chahal b Thakur,15,6,0,2,250.00,2018
Sri Lanka Vs India,Sri Lanka,6,Jeevan Mendis, b Washington Sundar,1,3,0,0,33.33,2018
Sri Lanka Vs India,Sri Lanka,7,Dasun Shanaka,c â€ Karthik b Thakur,19,16,1,1,118.75,2018
Sri Lanka Vs India,Sri Lanka,8,Akila Dananjaya,c Rahul b Unadkat,5,11,0,0,45.45,2018
Sri Lanka Vs India,Sri Lanka,9,Suranga Lakmal,,5,4,1,0,125.00,2018
Sri Lanka Vs India,Sri Lanka,10,Dushmantha Chameera,c Unadkat b Thakur,0,1,0,0,0.00,2018
Sri Lanka Vs India,Sri Lanka,11,Nuwan Pradeep,,0,0,0,0,-,2018
Sri Lanka Vs India,India,1,Rohit Sharma(c),c BKG Mendis b Dananjaya,11,7,1,1,157.14,2018
Sri Lanka Vs India,India,2,Shikhar Dhawan,c NLTC Perera b Dananjaya,8,10,1,0,80.00,2018
Sri Lanka Vs India,India,3,KL Rahul,hit wicket b BMAJ Mendis,18,17,1,0,105.88,2018
Sri Lanka Vs India,India,4,Suresh Raina,c NLTC Perera b Pradeep,27,15,2,2,180.00,2018
Sri Lanka Vs India,India,5,Manish Pandey,,42,31,3,1,135.48,2018
Sri Lanka Vs India,India,6,Dinesh Karthikâ€ ,,39,25,5,0,156.00,2018
Bangladesh Vs India,Bangladesh,1,Tamim Iqbal,c Unadkat b Thakur,15,16,2,0,93.75,2018
Bangladesh Vs India,Bangladesh,2,Soumya Sarkar,c Chahal b Unadkat,14,12,1,1,116.66,2018
Bangladesh Vs India,Bangladesh,3,Litton Das,c Raina b Chahal,34,30,3,0,113.33,2018
Bangladesh Vs India,Bangladesh,4,Mushfiqur Rahimâ€ ,c â€ Karthik b Shankar,18,14,2,1,128.57,2018
Bangladesh Vs India,Bangladesh,5,Mahmudullah(c),c Thakur b Shankar,1,8,0,0,12.50,2018
Bangladesh Vs India,Bangladesh,6,Sabbir Rahman,c â€ Karthik b Unadkat,30,26,3,1,115.38,2018
Bangladesh Vs India,Bangladesh,7,Mehidy Hasan Miraz,c Pandey b Unadkat,3,4,0,0,75.00,2018
Bangladesh Vs India,Bangladesh,8,Taskin Ahmed,,8,9,1,0,88.88,2018
Bangladesh Vs India,Bangladesh,9,Rubel Hossain,run out (Raina/Thakur),0,1,0,0,0.00,2018
Bangladesh Vs India,Bangladesh,10,Mustafizur Rahman,,1,2,0,0,50.00,2018
Bangladesh Vs India,India,1,Rohit Sharma(c), b Mustafizur Rahman,17,13,3,0,130.76,2018
Bangladesh Vs India,India,2,Shikhar Dhawan,c Litton Das b Taskin Ahmed,55,43,5,2,127.90,2018
Bangladesh Vs India,India,3,Rishabh Pant, b Rubel Hossain,7,8,1,0,87.50,2018
Bangladesh Vs India,India,4,Suresh Raina,c Mehidy Hasan Miraz b Rubel Hossain,28,27,1,1,103.70,2018
Bangladesh Vs India,India,5,Manish Pandey,,27,19,3,0,142.10,2018
Bangladesh Vs India,India,6,Dinesh Karthikâ€ ,,2,2,0,0,100.00,2018
India Vs Sri Lanka,India,1,Rohit Sharma(c),c BMAJ Mendis b Chameera,0,4,0,0,0.00,2018
India Vs Sri Lanka,India,2,Shikhar Dhawan,c NLTC Perera b Gunathilaka,90,49,6,6,183.67,2018
India Vs Sri Lanka,India,3,Suresh Raina, b Pradeep,1,3,0,0,33.33,2018
India Vs Sri Lanka,India,4,Manish Pandey,c Gunathilaka b BMAJ Mendis,37,35,3,1,105.71,2018
India Vs Sri Lanka,India,5,Rishabh Pant,c Pradeep b Chameera,23,23,1,1,100.00,2018
India Vs Sri Lanka,India,6,Dinesh Karthikâ€ ,,13,6,2,0,216.66,2018
India Vs Sri Lanka,Sri Lanka,1,Danushka Gunathilaka,c Pant b Unadkat,19,12,1,2,158.33,2018
India Vs Sri Lanka,Sri Lanka,2,Kusal Mendis,c Dhawan b Washington Sundar,11,6,2,0,183.33,2018
India Vs Sri Lanka,Sri Lanka,3,Kusal Perera,st â€ Karthik b Washington Sundar,66,37,6,4,178.37,2018
India Vs Sri Lanka,Sri Lanka,4,Dinesh Chandimal(c)â€ , b Chahal,14,11,1,0,127.27,2018
India Vs Sri Lanka,Sri Lanka,5,Upul Tharanga, b Chahal,17,18,0,1,94.44,2018
India Vs Sri Lanka,Sri Lanka,6,Dasun Shanaka,,15,18,1,0,83.33,2018
India Vs Sri Lanka,Sri Lanka,7,Thisara Perera,,22,10,2,1,220.00,2018
India Vs South Africa,India,1,Rohit Sharma(c),lbw b Dala,11,8,2,0,137.50,2018
India Vs South Africa,India,2,Shikhar Dhawan,run out (Dala),47,40,3,0,117.50,2018
India Vs South Africa,India,3,Suresh Raina,c Behardien b Shamsi,43,27,5,1,159.25,2018
India Vs South Africa,India,4,Manish Pandey,c Miller b Dala,13,10,0,1,130.00,2018
India Vs South Africa,India,5,Hardik Pandya,c â€ Klaasen b Morris,21,17,0,1,123.52,2018
India Vs South Africa,India,6,MS Dhoniâ€ ,c Miller b Dala,12,11,1,0,109.09,2018
India Vs South Africa,India,7,Dinesh Karthik,lbw b Morris,13,6,3,0,216.66,2018
India Vs South Africa,India,8,Axar Patel,,1,1,0,0,100.00,2018
India Vs South Africa,India,9,Bhuvneshwar Kumar,,3,1,0,0,300.00,2018
India Vs South Africa,South Africa,1,Reeza Hendricks,c Dhawan b Kumar,7,13,1,0,53.84,2018
India Vs South Africa,South Africa,2,David Miller,c Patel b Raina,24,23,2,1,104.34,2018
India Vs South Africa,South Africa,3,Jean-Paul Duminy(c),c Sharma b Thakur,55,41,2,3,134.14,2018
India Vs South Africa,South Africa,4,Heinrich Klaasenâ€ ,c Kumar b Pandya,7,10,0,0,70.00,2018
India Vs South Africa,South Africa,5,Christiaan Jonker,c Sharma b Kumar,49,24,5,2,204.16,2018
India Vs South Africa,South Africa,6,Chris Morris, b Bumrah,4,3,1,0,133.33,2018
India Vs South Africa,South Africa,7,Farhaan Behardien,,15,6,3,0,250.00,2018
India Vs South Africa,India,1,Shikhar Dhawan,c Behardien b Duminy,24,14,3,2,171.42,2018
India Vs South Africa,India,2,Rohit Sharma,lbw b Dala,0,1,0,0,0.00,2018
India Vs South Africa,India,3,Suresh Raina,lbw b Phehlukwayo,31,24,5,0,129.16,2018
India Vs South Africa,India,4,Virat Kohli(c),c â€ Klaasen b Dala,1,5,0,0,20.00,2018
India Vs South Africa,India,5,Manish Pandey,,79,48,6,3,164.58,2018
India Vs South Africa,India,6,MS Dhoniâ€ ,,52,28,4,3,185.71,2018
India Vs South Africa,South Africa,1,Reeza Hendricks,c Pandya b Thakur,26,17,5,0,152.94,2018
India Vs South Africa,South Africa,2,JJ Smuts,c Raina b Unadkat,2,9,0,0,22.22,2018
India Vs South Africa,South Africa,3,Jean-Paul Duminy(c),,64,40,4,3,160.00,2018
India Vs South Africa,South Africa,4,Heinrich Klaasenâ€ ,c â€ Dhoni b Unadkat,69,30,3,7,230.00,2018
India Vs South Africa,South Africa,5,David Miller,c Thakur b Pandya,5,6,0,0,83.33,2018
India Vs South Africa,South Africa,6,Farhaan Behardien,,16,10,0,1,160.00,2018
India Vs South Africa,India,1,Rohit Sharma,c â€ Klaasen b Dala,21,9,2,2,233.33,2018
India Vs South Africa,India,2,Shikhar Dhawan,c â€ Klaasen b Phehlukwayo,72,39,10,2,184.61,2018
India Vs South Africa,India,3,Suresh Raina,c & b Dala,15,7,2,1,214.28,2018
India Vs South Africa,India,4,Virat Kohli(c),lbw b Shamsi,26,20,2,1,130.00,2018
India Vs South Africa,India,5,Manish Pandey,,29,27,0,1,107.40,2018
India Vs South Africa,India,6,MS Dhoniâ€ , b Morris,16,11,2,0,145.45,2018
India Vs South Africa,India,7,Hardik Pandya,,13,7,2,0,185.71,2018
India Vs South Africa,South Africa,1,JJ Smuts,c Dhawan b Kumar,14,9,3,0,155.55,2018
India Vs South Africa,South Africa,2,Reeza Hendricks,c â€ Dhoni b Kumar,70,50,8,1,140.00,2018
India Vs South Africa,South Africa,3,Jean-Paul Duminy(c),c Raina b Kumar,3,7,0,0,42.85,2018
India Vs South Africa,South Africa,4,David Miller,c Dhawan b Pandya,9,5,0,1,180.00,2018
India Vs South Africa,South Africa,5,Farhaan Behardien,c Pandey b Chahal,39,27,3,2,144.44,2018
India Vs South Africa,South Africa,6,Heinrich Klaasenâ€ ,c Raina b Kumar,16,8,1,1,200.00,2018
India Vs South Africa,South Africa,7,Andile Phehlukwayo,c Chahal b Unadkat,13,8,2,0,162.50,2018
India Vs South Africa,South Africa,8,Chris Morris,c Raina b Kumar,0,1,0,0,0.00,2018
India Vs South Africa,South Africa,9,Dane Paterson,run out (Pandya/â€ Dhoni),1,1,0,0,100.00,2018
India Vs South Africa,South Africa,10,Junior Dala,,2,3,0,0,66.66,2018
India Vs South Africa,South Africa,11,Tabraiz Shamsi,,0,2,0,0,0.00,2018
